,AIRPORT,AREA   CITY,AREA   CITY AND COUNTY,AREA   CITY AND COUNTY SEAT,AREA   CITY TOTAL,AREA   CONSOLIDATED,AREA   CONSOLIDATED CITY-BOROUGH,AREA   CSA,AREA   DENSITY,AREA   ESTIMATE 2018,AREA   ESTIMATE JULY 2017,AREA   FEDERAL CAPITAL CITY AND FEDERAL DISTRICT,AREA   HOME RULE MUNICIPALITY,AREA   INDEPENDENT CITY,AREA   LAND,AREA   METRO,AREA   METROPOLITAN CITY,AREA   RANK,AREA   STATE CAPITAL,AREA   STATE CAPITAL AND CITY,AREA   STATE CAPITAL AND CONSOLIDATED CITY-COUNTY,AREA   STATE CAPITAL CITY,AREA   STATE CAPITAL OF CONNECTICUT,AREA   SUMMER DST,AREA   TOWN,AREA   URBAN,AREA   URBAN1,AREA   URBAN2,AREA   WATER,AREA CODE,AREA RANK,BIOREGION,BIRD,BOROUGH,CHARTERED,CHARTERED CITY,CHARTERED TOWN,CITY AND COUNTY,CITY CHARTER,CITY FLOWER,CITY OF ATLANTA,CITY STATUS,CITY-COUNTY CONSOLIDATION,COMMISSIONED,COMMUTER RAIL,CONSOLIDATED,CONSTITUENT COUNTIES / BOROUGHS,COUNTIES,COUNTRY,COUNTY,COUNTY ROUTES,COUNTY SEAT1,COUNTY SEAT2,CSA,City,DEMONYM,DISTRICT,ELEVATION,ELEVATION MEAN,ELEVATIONLOWEST,ESTABLISHED,ESTABLISHED TWICKENHAM,ETHNICITY   ASIAN,ETHNICITY   BLACK,ETHNICITY   HISPANIC,ETHNICITY   SUMMER DST,ETHNICITY   WHITE,EXPRESSWAYS,FIPS CODE,FIPS CODE 0,FIRST SETTLED VILLAGE,FIRST SETTLEMENT,FLOWER,FORMALLY INCORPORATED TOWN,FOUNDATION,FOUNDED,FOUNDED AS,FOUNDED BY,FOUNDED:,FOUNDING,GDP,"GDP CITY, 2015",GEOCODE,"GMP METRO, 2017",GNIS  FEATURE ID,GNIS FEATURE ID,GNIS ID,GOVERNMENT   ACTING MAYOR AND VICE MAYOR,GOVERNMENT   ADMINISTRATOR,GOVERNMENT   ALASKA HOUSE,GOVERNMENT   ALASKA SENATE,GOVERNMENT   ALDERMEN,GOVERNMENT   ASSEMBLY MEMBERS,GOVERNMENT   ASSEMBLYMEMBER,GOVERNMENT   AUDITOR,GOVERNMENT   BODY,GOVERNMENT   BUSINESS ADMINISTRATOR,GOVERNMENT   CA ASSEMBLY,GOVERNMENT   CA SENATE,GOVERNMENT   CHIEF OF POLICE,GOVERNMENT   CITY ADMIN.,GOVERNMENT   CITY ADMINISTRATOR,GOVERNMENT   CITY ATTORNEY,GOVERNMENT   CITY AUDITOR,GOVERNMENT   CITY CLERK,GOVERNMENT   CITY CONTROLLER,GOVERNMENT   CITY COUNCIL,GOVERNMENT   CITY COUNCIL MEMBERS,GOVERNMENT   CITY MANAGER,GOVERNMENT   CITY MAYOR,GOVERNMENT   CITY PROSECUTOR,GOVERNMENT   CITY SOLICITOR,GOVERNMENT   CITY TREASURER,GOVERNMENT   CITY-PARISH PRESIDENT,GOVERNMENT   COMMISSION,GOVERNMENT   COMMISSIONERS,GOVERNMENT   COMMON COUNCIL,GOVERNMENT   COMPTROLLER,GOVERNMENT   COUNCIL,GOVERNMENT   COUNCIL CHAIR,GOVERNMENT   COUNCIL MEMBERS .MW-PARSER-OUTPUT .NOBOLD{FONT-WEIGHT:NORMAL}BY DISTRICT NUMBER,GOVERNMENT   COUNCIL PRESIDENT,GOVERNMENT   COUNCILMEMBER PLACE 1,GOVERNMENT   COUNCILMEMBER PLACE 2,GOVERNMENT   COUNCILMEMBER PLACE 3,GOVERNMENT   COUNCILMEMBER PLACE 4,GOVERNMENT   COUNCILMEMBER1,GOVERNMENT   COUNCILMEMBER2,GOVERNMENT   COUNCILMEMBER3,GOVERNMENT   COUNCILMEMBERS,GOVERNMENT   D.C. COUNCIL,GOVERNMENT   DELEGATE,GOVERNMENT   DEPUTY CITY MANAGER,GOVERNMENT   DEPUTY MAYOR,GOVERNMENT   FINANCE DIRECTOR,GOVERNMENT   FINANCE DIRECTOR/ TREASURER,GOVERNMENT   FIRE CHIEF,GOVERNMENT   GOVERNING BODY,GOVERNMENT   HOUSE,GOVERNMENT   HOUSES OF DELEGATES,GOVERNMENT   LEGISLATIVE,GOVERNMENT   MANAGER,GOVERNMENT   MAYOR,GOVERNMENT   MAYOR PRO TEM,GOVERNMENT   MAYOR PRO TEMPORE,GOVERNMENT   MAYOR PRO-TEM,GOVERNMENT   MAYOR-PRESIDENT,GOVERNMENT   METRO COUNCIL,GOVERNMENT   MUNICIPAL CLERK,GOVERNMENT   POLICE CHIEF,"GOVERNMENT   PRESIDENT, BOARD OF ALDERMEN",GOVERNMENT   SENATE,GOVERNMENT   STATE ASSEMBLY,GOVERNMENT   STATE ASSEMBLY MEMBERS,GOVERNMENT   STATE HOUSE,GOVERNMENT   STATE SENATE,GOVERNMENT   STATE SENATOR,GOVERNMENT   SUPERVISOR,GOVERNMENT   TEXAS STATE REPRESENTATIVE,GOVERNMENT   TEXAS STATE SENATOR,GOVERNMENT   TOWN CLERK,GOVERNMENT   TOWN MANAGER,GOVERNMENT   TREASURER,GOVERNMENT   TYPE,GOVERNMENT   U. S. REP.,GOVERNMENT   U.S. CONGRESS,GOVERNMENT   U.S. HOUSE,GOVERNMENT   U.S. REP.,GOVERNMENT   U.S. REPRESENTATIVE,GOVERNMENT   U.S. SENATE,GOVERNMENT   UNITED STATES REPRESENTATIVES,GOVERNMENT   VICE MAYOR,GOVERNMENT   VICE-MAYOR,GOVERNMENT   VIRGINIA SENATE,HIGHEST ELEVATION,HIGHEST ELEVATION– NEAR BLUE ISLAND,HIGHWAYS,HISTORIC COLONIES,HISTORIC COLONY,HISTORIC COUNTRIES,HISTORIC EMPIRES,HOME RULE ACT,INCORPORATED,INCORPORATED AS CITY,INCORPORATED AS TOWN,INCORPORATED CITY OF POMPANO BEACH,INCORPORATED CITY OF WEST PALM BEACH,INCORPORATED CITY,INCORPORATED INDEPENDENT CITY,INCORPORATED TOWN OF POMPANO,INCORPORATED TOWN OF WEST PALM BEACH,INCORPORATED TOWN,INCORPORATED VILLAGE,INCORPORATED AS A CITY,INCORPORATED AS A TOWN,INCORPORATED AS A VILLAGE,INCORPORATED TOWN,INCORPORATEDAS DERRYFIELD,INCORPORATEDAS MANCHESTER,"INCORPORATED, CITY","INCORPORATED, TOWN",INCORPORATED1,INCORPORATED2,INCORPORATED:,INCORPORATION,INDEPENDENT CITY,INTERSTATE,INTERSTATE HIGHWAYS,INTERSTATE SPURS,LARGEST BOROUGH BY AREA,LARGEST BOROUGH BY GDP 2015,LARGEST BOROUGH BY POPULATION,LIGHT RAIL,LOGO,LOWEST ELEVATION,LOWEST ELEVATION COLUMBIA RIVER,LOWEST ELEVATION– AT LAKE MICHIGAN,MAJOR AIRPORT,MAJOR HIGHWAYS,MAJOR STATE HIGHWAYS,MAJOR STATE ROADS,MAJOR STATE ROUTES,MARTHASVILLE,METRO,METROPOLITAN AREA,METROPOLITAN STATISTICAL AREA,MISSION,MSA,MUNICIPAL INCORPORATION,MUNICIPALITY,NAMED,NAMED FOR,OFFICIAL TREE,ORGANIZED,OTHER MAIN ROADWAYS,OTHER MAJOR HIGHWAYS,PARISH,PARISHES,PASSENGER RAIL,PLATTED,POPULATION   BALANCE,POPULATION   CHANGE 2011–2014,POPULATION   CITY,POPULATION   CITY AND COUNTY,POPULATION   CITY AND COUNTY SEAT,POPULATION   CITY TOTAL,POPULATION   CONSOLIDATED,POPULATION   CONSOLIDATED CITY-BOROUGH,POPULATION   CONSOLIDATED CITY-COUNTY,POPULATION   CONSOLIDATED CITY-PARISH,POPULATION   CONSOLIDATED CITY–COUNTY,POPULATION   CSA,POPULATION   CSA 2015,POPULATION   CSA 2017,POPULATION   CSA 2018,POPULATION   CSA DENSITY,POPULATION   CSRA,POPULATION   DEMONYM,POPULATION   DENSITY,POPULATION   DENSITY RANK,POPULATION   ESTIMATE 2013,POPULATION   ESTIMATE 2014,POPULATION   ESTIMATE 2015,POPULATION   ESTIMATE 2016,POPULATION   ESTIMATE 2017,POPULATION   ESTIMATE 2018,POPULATION   ESTIMATE 2019,"POPULATION   ESTIMATE APRIL 1, 2019",POPULATION   ETHNICITIES,POPULATION   FEDERAL CAPITAL CITY AND FEDERAL DISTRICT,POPULATION   GMP,POPULATION   HOME RULE MUNICIPALITY,POPULATION   INDEPENDENT CITY,POPULATION   METRO,POPULATION   METRO DENSITY,POPULATION   METROPOLITAN CITY,POPULATION   MSA,POPULATION   MSA 2015,POPULATION   MSA 2017,POPULATION   MSA 2018,POPULATION   RANK,POPULATION   STATE CAPITAL,POPULATION   STATE CAPITAL AND CITY,POPULATION   STATE CAPITAL AND CONSOLIDATED CITY-COUNTY,POPULATION   STATE CAPITAL CITY,POPULATION   SUMMER DST,POPULATION   TOTAL,POPULATION   TOWN,POPULATION   URBAN,POPULATION   URBAN 2010,POPULATION   URBAN DENSITY,POPULATION 2010,PRIMARY AIRPORT,PUBLIC TRANSIT,PUBLIC TRANSPORTATION,PUEBLO,PUEBLO FOUNDED,RAIL,RAILWAY STATION,RAPID TRANSIT,RE-INCORPORATED,RE-INCORPORATED AS CITY,REGION,REGIONAL RAIL,REINCORPORATED,RENAMED,RENAMED EL PASO,RESIDENCE ACT,SEAPORTS,SECONDARY AIRPORT,SETTLED,SETTLED LAKE WORTH COUNTRY SETTLEMENT,SETTLED POMPANO SETTLEMENT,SETTLED TOWN,SETTLED AS,SETTLED AS FRANKLIN,SISTER CITIES,SPHERE OF INFLUENCE,STANDARD OF LIVING    MEDIAN HOME VALUE,STANDARD OF LIVING    MEDIAN HOUSEHOLD INCOME,STANDARD OF LIVING    SUMMER DST,STATE,STATE ROUTES,TERMINUS,TIME ZONE,TOWN LAID OUT,TOWNSHIP,TRANSIT,TREE,U.S. HIGHWAYS,U.S. ROUTE,U.S. STATE,UNINCORPORATED,UNOFFICIALLY INCORPORATED VILLAGE,USDA HARDINESS ZONES,WATERWAYS,WEBSITE,WIKIMEDIA COMMONS,ZIP CODE,ZIP CODE PREFIXES,FEDERAL INFOR MATION PROCESSING STANDARDS|FIPS CODE,AREA CONSOLIDATED CITY-COUNTY,AREA TOTAL
42,,51.48 sq mi (133.32 km2),,,,,,,,,,,,,50.32 sq mi (130.32 km2),,,,,,,,,,,,,,1.16 sq mi (3.00 km2)  2.22%,562,,,,,,,,,,,,,,,,,,, United States, Los Angeles,,,,Los Angeles-Long Beach,Long Beach,,,52 ft (16 m),,,,,,,,,,,06-43000,,,,,,,,,,,,,,,,,"1652747, 2410866",,,,,,,,,,,,,,,,,,Laura L. Doud,,,Jeannine PearceLena GonzalezDaryl Supernaw Suzie PriceDee AndrewsStacy MungoAl AustinRex Richardson (Vice Mayor)Roberto Uranga,,Patrick H. West,,Doug Haubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Garcia (D),,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,"December 13, 1897",,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,Los Angeles-Long Beach-Anaheim,,,,,,,,,,,,,,,"462,257",,,,,,,,,"17,877,006",,,,,,,"9,343.55/sq mi (3,607.56/km2)",,,,,,"469,450",,,,,,,,,"13,131,431",,,,,,,2nd in Los Angeles County7th in California39th in the United States,,,,,UTC−07:00 (PDT),,,,,,,Los Angeles International AirportLAX (Major/International),,,,,,, ,,,,,,,,,,Hollywood Burbank Airport-BUR (Regional) Van Nuys Airport-VNY (Regional) Long Beach Airport-LGB (Regional),,,,,,,,,,,, California,      ,,UTC−08:00 (Pacific),,,,,,,,,,,,www.longbeach.gov,,"90801–90810, 90813–90815, 90822, 90831–90835, 90840, 90842, 90844, 90846–90848, 90853, 90895, 90899",,,,
43,,,,,,,,,,,,,,"497.50 sq mi (1,288.52 km2)",244.72 sq mi (633.83 km2),,,,,,,,,,,,,,252.78 sq mi (654.68 km2),757,,,,,,,,,,,,,,,,,,, United States,None (Independent city),,,,,Virginia Beach,,,10 ft (3 m),,,,,,,,,,,51-82000,,,,,,,,,,,,,,,,,1500261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bobby Dyer (R),,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,,1952,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,840.58/sq mi (710.65/km2)",,,,,,,"450,189",,,,,,,"437,994","1,725,246 (37th)",,,,,,,,,,,,UTC−4 (EDT),,,"1,212,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Virginia,,,UTC−5 (EST),,,,,,,,,,,,www.vbgov.com,,,,,,
44,,,,,,,,,,,,,,,55.89 sq mi (144.76 km2),,,,,,,,,,,,,,21.97 sq mi (56.90 km2)  28.48%,510,,,,,,,,,,,,,,,,,,, United States, Alameda,,,,,Oakland,Oaklander,,43 ft (13 m),,,,,,,,,,,06-53000,,,,,,,,,,,,,,,,,"277566, 2411292",,,,,,,,Buffy Wicks (D) andRob Bonta (D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libby Schaaf (D),,,,,,,,,,,,,,Nancy Skinner (D),,,,,,,Strong mayor,Barbara Lee (D),,,,,,,,,,,,,,,,,,"May 4, 1852",,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,The large oak forest that originally covered the area,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,514.45/sq mi (2,901.34/km2)",,,,,,"425,195",,,,,,,,,,,,,,,,1st in Alameda County8th in California45th in the United States,,,,,UTC−07:00 (PDT),"390,724",,,,,,Oakland International AirportOAK (Major/International),,,,,,,,,,San Francisco Bay Area,,,,,,,,,,,,,,,,,,, California,      ,,UTC−08:00 (Pacific),,,,,,,,,,,,www.oaklandca.gov,,"94601–94615, 94617–94624, 94649, 94659–94662, 94666",,,,77.86 sq mi (201.66 km2)
45,,57.49 sq mi (148.89 km2),,,,,,,,,,,,,54.00 sq mi (139.86 km2),,,,,,,,,,,,,,3.49 sq mi (9.03 km2),612,,,,,,,,,,,,,,,,,,,United States,Hennepin,,,,,Minneapolis,Minneapolitan,,830 ft (264 m),,,,,,,,,,,27-43000,,,,,,,,,John H. Stevens and Franklin Steele,,,,,,,,0655030,,,,,,,,,,Minneapolis City Council,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Bender,,,,,,,,,,,,,,,,,,,,,Jacob Frey (D),,,,,,,,,,,,,,,,,,,,,Weak mayor–council,,,,,,,,,,,,,,,,,,,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minneapolis–Saint Paul International Airport,,,,,,,,,,,,,,,,,,,,,,,,,"382,578",,,,,,,,,"4,197,883 (US: 14th)",,,,,,,"7,820.80/sq mi (3,019.64/km2)",,,,,,,"425,403",,,,,,,,"3,600,618 (US: 16th)",,,,,,,US: 46th  MN: 1st,,,,,UTC–5 (CDT),,,,,,,,,Metro Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,,,UTC–6 (CST),,,,,,,,,,,,www.minneapolismn.gov,,55401–55488 (range includes some ZIP Codes for Minneapolis suburbs),,,,
46,,196.8 sq mi (483.8 km2),,,,,,,,,,,,,192.7 sq mi (483.1 km2),,,,,,,,,,,,,,4.2 sq mi (10.9 km2),539/918,,,,,,,,,,,,,,,,,,"Osage, Rogers, Tulsa, Wagoner",United States,,,,,,Tulsa,,,722 ft (194 m),,,,,,,,,,,40-75000,,,,,,,,,,,,,,,,,1100962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. T. Bynum (R),,,,,,,,,,,,,,,,,,,,,Mayor-Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"391,906",,,,,,,,,"1,231,458 (US: 45th)",,,,,,Tulsan,"2,074/sq mi (801/km2)",,,,,"413,505",,,,,,,,,,"991,561 (US: 50th)",,,,,,,US: 47th,,,,,UTC−5 (CDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma,,,UTC−6 (CST),,,,,,,,,,,,cityoftulsa.org,," ZIP codes 74101–74108, 74110, 74112, 74114–74117, 74119–74121, 74126, 74127–74137, 74141, 74145–74150, 74152–74153, 74155–74159, 74169–74172, 74182, 74186–74187, 74192–74193 ",,,,
47,,99.7 sq mi (258.2 km2),,,,,,,,,,,,,96.5 sq mi (249.9 km2),,,,,,,,,,,,,,3.2 sq mi (8.3 km2),"817, 214, 972",,,,,,,,,,,,,,,,,,,United States,Tarrant,,,,,Arlington,Arlingtonite,,604 ft (184 m),,,,,,,,,,,48-04000,,,,,,,,,,,,,,,,,1372320,,,,,,,,,,,,,,,,,,,,,,,Trey Yelverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeff Williams (R),,,,,,,,,,,,,,,,,,,,,Council–Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"365,438",,,,,,,,,"7,206,144 (7th)(DFW Metroplex)",,,,,,,"3,810/sq mi (1,472/km2)",,,,,,"396,394",,,,,,,,,"6,810,913 (4th)(DFW Metroplex)",,,,,,,(US: 48th),,,,,UTC−5 (CDT),,,"5,121,892 (6th)(DFW Metroplex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,UTC−6 (CST),,,,,,,,,,,,www.arlingtontx.gov,,76000-76099 (76029 is exclusive to UT-Arlington),,,,
48,,175.22 sq mi (453.81 km2),,,,,,,,,,,,,113.42 sq mi (293.75 km2),"2,554 sq mi (6,610 km2)",,,,,,,,,,"802.3 sq mi (2,078 km2)",,,61.80 sq mi (160.06 km2)  35.3%,813,,,,,,,,,,,,,,,,,,,United States,Hillsborough,,,,,Tampa,"Tampan, Tampanian, Tampeño",,48 ft (14.6 m),,,,,,,,,,,12-71000,,,,,,,,,,,,,,,,,0292005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tampa City Council,,Jane Castor (D),,,,,,,,,,,,,,,,,,,,,Mayor-council,,,,,,,,,,,,,,,,,,,,,,,,"December 15, 1855 * andJuly 15, 1887",,,,"September 10, 1853 andAugust 11, 1873","January 18, 1849",,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,"335,709",,,,,,,,,,,,,,,,"3,325.47/sq mi (1,283.97/km2)",,,,,,,"392,890   ",,,,,,,,"3,068,511",,,,,,,52nd in the US,,,,,UTC−4 (EDT),,,2.4 million (17th),,,,Tampa International Airport,"Hillsborough Area Regional Transit, TECO Line Streetcar System, Pinellas Suncoast Transit Authority",,,,,,,,,,,,,,,, St. Pete-Clearwater International Airport Sarasota-Bradenton International Airport Lakeland Linder International Airport ,1823,,,,,,,,,,,Florida,,,UTC−5 (EST),,,,,,,,,,,,www.tampagov.net,,"33601–33626, 33629–33631, 33633–33635, 33637, 33646, 33647, 33650, 33655, 33660–33664, 33672–33675, 33677, 33679–33682, 33684–33689, 33694",,,,
49,,,,,,,,,,,,,,,169.42 sq mi (438.80 km2),"3,755.2 sq mi (9,726.6 km2)",,,,,,,,,,,,,180.43 sq mi (467.30 km2),504,,,,,,,,,,,,,,,,,,, United States,,,,,,New Orleans,New Orleanian,,−6.5 to 20 ft (−2 to 6 m),,,,,,,,,,,22-55000,,,,,,,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans City Council,,,,,,,,,,,,,,,,,,,,,,,,LaToya Cantrell (D),,,,,,,,,,,,,,,,,,,,,Mayor–council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philippe II, Duke of Orléans (1674–1723)",,,,,Orleans,,,,,,,,,,,,,"343,829",,,,,,,,,"2,310.78/sq mi (892.20/km2)",,,,,,"393,292",,,,,,,,,"1,262,888 (US: 46th)",,,,,,,,,,,,UTC−5 (CDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Louisiana,,,UTC−6 (CST),,,,,,,,,,,,nola.gov,,,,,,
50,,,,163.59 sq mi (423.70 km2),,,,,,,,,,,159.29 sq mi (412.56 km2),,,,,,,,,,,,,,4.30 sq mi (11.14 km2),316,,,,,,,,,,,,,,,,,,,United States,Sedgwick,,,,,Wichita,Wichitan,,"1,302 ft (397 m)",,,,,,,,,,,20-79000 ,,,,,,,1868,,,,,,,,,,,473862 ,,,,,,,,,,,,,,,,,,,,,,Robert Layton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeff Longwell (R),,,,,,,,,,,,,,,,,,,,,Council-Manager,,,,,,,,,,,,,,,,,,,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wichita people,,,,,,,,,,,,,"382,368",,,,,,,"680,398 (US: 72nd)",,,,,,,"2,300/sq mi (900/km2)",,,,,,"390,591",,,,,,,,,"644,610 (US: 85th)",,,,,,,US: 50thKS: 1stMidwest: 10th,,,,,UTC−5 (CDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kansas,,,UTC−6 (CST),,,,,,,,,,,,wichita.gov,,"67201-67221, 67223, 67226-67228, 67230, 67232, 67235, 67260, 67275-67278",,,,
51,,82.47 sq mi (213.60 km2),,,,,,,,,,,,,77.70 sq mi (201.24 km2),,,,,,,,,,,,,,4.77 sq mi (12.35 km2),216,,,,,,,,,,,,,,,,,,,United States,Cuyahoga,,,,,Cleveland,Clevelander,,653 ft (199 m),,,,,,,,,,,39-16000,,,,,,,"July 22, 1796",,,,,,,,,,1066654,,,,,,,,,,Cleveland City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank G. Jackson (D),,,,,,,,,,,,,,,,,,,,,Mayor–council,,,,,,,,,,,,,,,,,,,"December 23, 1814 (village)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moses Cleaveland,,,,,,,,,,,"396,698",,,,,,,,,"3,501,538 (US: 16th)",,,,,,,"5,107.0/sq mi (1,971.8/km2)",,,,,,"385,524",,,,,,,,,"2,055,612 (US: 32nd)",,,,,,,US: 51st,,,,,UTC−4 (EDT),,,"1,780,673 (US: 25th)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio,,,UTC−5 (EST),,,,,,,,,,,,www.cleveland-oh.gov,," Zip codes 44101-44106, 44108-44115, 44118-44122, 44124-44130, 44134-44135, 44143-44144, 44181, 44188, 44190-44195, 44197-44199 ",,,,
52,,151.20 sq mi (391.60 km2),,,,,,,,,,,,,149.73 sq mi (387.80 km2),"8,161.42 sq mi (21,138.0 km2)",,,,,,,,,,138.44 sq mi (358.6 km2),,,1.47 sq mi (3.81 km2)  0.97%,661,,,,,,,,,,,,,,, (planned),,,, United States of America,Kern,,,,,Bakersfield,Bakersfieldian,,404 ft (123 m),,,,,,,,,,,06-03526,,,,,,,,,,,,,,,,,"1652668, 2409774",,,,,,,,,,Bakersfield City Council,,,,,,,,,Christopher Gerry[citation needed],,,,Alan Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson Smith,,,,,,,,Karen K. Goh (R),,,,,,,,,,,,,,,,,,,,,Council-Manager,,,,,,,,,,,,,,,,,,,1873–1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Baker,,,,,,,,,,,"347,483",,,,,,,,,,,,,,,,"2,561.80/sq mi (989.12/km2)",,,,,,,"383,579",,,,,,,,"839,631",100/sq mi (40/km2),,,,,,1st in Kern County9th in California52nd in the United States,,,,,UTC−7 (PDT),,,"523,994",,"3,800/sq mi (1,500/km2)",,,,,,,,,,"January 11, 1898",,San Joaquin Valley,,,,,,,,,,,,,,,,,,, California,      ,,UTC−8 (Pacific),,,,,,,,,,,,www.bakersfieldcity.us,,"93220, 93241, 93263, 93301–93309, 93311–93314, 93380–93390, 93399",,,,
53,,,,,,,,,,,,,154.19 sq mi (399.36 km2),,153.52 sq mi (397.62 km2),,,,,,,,,,,,,,0.67 sq mi (1.73 km2),Both 303 and 720,,,,,,,,,,,,,,,,,,Arapahoe CountyAdams CountyDouglas County,United States,,,,,,Aurora,,,"5,403 ft (1,647 m)",,,,,,,,,,,08-04000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Twombly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob LeGare,,,,,,,,,,,,,,,,,,,,,Home Rule Municipality,,,,,,,,,,,,,"I-70, I-225, US 40, SH 30, SH 83, SH 88, E-470",,,,,,,,,,,1929 as the City of Aurora,,,,"1903-05-05, as the Town of Fletcher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891 as Fletcher,,,,,,,,,,,,,,,,,,,"2,356.05/sq mi (909.68/km2)",,,,,"361,710",,,,,,,,"325,078",,"2,814,330 (US: 19th)",,,,,,,US: 54th,,,,,UTC−6 (MDT),,,"2,374,203 (US: 18th)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado,,,UTC−7 (MST),,,,,,,,,,,,auroragov.org,,"80010-80019, 80040-80047 (all but 80045 PO Boxes), 80137, 80247",,,,
54,,,,,,,,,,,,,,,50.32 sq mi (130.33 km2),,,,,,,,,,,,,,0.60 sq mi (1.57 km2)  1.92%,657/714,,,,,,,,,,,,,,, (planned),,,, United States, Orange,,,,,Anaheim,,,157 ft (48 m),,,,,,,,,,,06-02000,,,,,,,,,,,,,,,,,"1652663, 2409704",,,,,,,,"Sharon Quirk-Silva (D),Steven Choi (R), andTom Daly (D)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Sidhu (R),,,,,,,,,,,,,,"Ling Ling Chang (R),Tom Umberg (D), andJohn Moorlach (R)",,,,,,,,,,,,,,"Gil Cisneros (D),Katie Porter (D), andLou Correa (D)",,,,,,,,,,,,"March 18, 1876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Ana"", after the Santa Ana River, and ""heim"", the German word for ""home"".",,,,,,,,,,,,,,,,,,,,,,,,,,,"7,004.97/sq mi (2,704.66/km2)",,,,,,"352,497",,,,,,,,,,,,,,,,1st in Orange County10th in California56th in the United States,,,,,UTC−7 (PDT),"336,265",,,,,,John Wayne International AirportSNA (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,, California,     ,,UTC−8 (Pacific),,,,,,,,,,,,www.anaheim.net,,"92801–92809, 92812, 92814–92817, 92825, 92850, 92899",,,,50.93 sq mi (131.90 km2)
